,Time,Till,Transaction,Operator No,Employee,Customer No,Item,Comment,Retail Value,Sales,Promotion Amount,Discount %,Discretionary Discount,Quantity
,10:37:37,68,56995,902586,Tunney Paisley,10115804,505486538823,x4op yg,187,187,,,,1
,10:37:37,68,56995,902586,Tunney Paisley,10115804,505486538823,x5op yg,251,251,,,,1
,10:37:37,68,56995,902586,Tunney Paisley,10115804,505486538823,xet8pe yg,310,310,,,,1
9/15/2016,Transaction 56995 Total,,,,,,,,748,748,,,,3
,11:00:13,68,56998,902376,Wilkinson India Megan,10054655,505486538823,x5pa65d2 rg,866,866,,,,1
,11:00:13,68,56998,902376,Wilkinson India Megan,10054655,505486538824,,15,15,,,,1
9/15/2016,Transaction 56998 Total,,,,,,,,881,881,,,,2
,11:27:18,68,57001,902563,Lopez Udinsky Daniela,10234022,505486538823,xet65d rg,383,383,,,,1
,11:27:18,68,57001,902563,Lopez Udinsky Daniela,10234022,505486538823,xieb1ch22 rg,105,105,,,,1
,11:27:18,68,57001,902563,Lopez Udinsky Daniela,10234022,505486538823,xr65 rg,100,100,,,,1
,11:27:18,68,57001,902563,Lopez Udinsky Daniela,10234022,505486583757,,40,40,,,,2
9/15/2016,Transaction 57001 Total,,,,,,,,628,628,,,,5
,11:34:39,68,57002,902586,Tunney Paisley,630975,505486538823,white gold butterfly backs,30,30,,,,1
,11:34:39,68,57002,902586,Tunney Paisley,630975,505486538823,xr65 wg,100,100,,,,1
,11:34:39,68,57002,902586,Tunney Paisley,630975,505486538823,xr65 yg,100,100,,,,1
9/15/2016,Transaction 57002 Total,,,,,,,,230,230,,,,3
,11:41:27,68,57003,902563,Lopez Udinsky Daniela,10163997,505486538823,xet5d yg,328,328,,,,1
9/15/2016,Transaction 57003 Total,,,,,,,,328,328,,,,1
,12:27:25,68,57006,902220,Hart Kate,492767,505486538823,xr65 rg,100,100,,,,1
,12:27:25,68,57006,902220,Hart Kate,492767,505486583755,,30,30,,,,1
9/15/2016,Transaction 57006 Total,,,,,,,,130,130,,,,2
,12:30:34,68,57007,902376,Wilkinson India Megan,588059,505486538823,x3p82d yg,373,373,,,,1
,12:30:34,68,57007,902376,Wilkinson India Megan,588059,505486538823,xr65 yg,100,100,,,,1
,12:30:34,68,57007,902376,Wilkinson India Megan,588059,505486583757,,20,20,,,,1
9/15/2016,Transaction 57007 Total,,,,,,,,493,493,,,,3
,12:48:31,68,57010,902563,Lopez Udinsky Daniela,,505486583759,helix,30,30,,,,1
9/15/2016,Transaction 57010 Total,,,,,,,,30,30,,,,1
,13:01:54,68,57013,902586,Tunney Paisley,352743,505486538823,xr8 rg,107,107,,,,1
,13:01:54,68,57013,902586,Tunney Paisley,352743,505486538824,,15,15,,,,1
9/15/2016,Transaction 57013 Total,,,,,,,,122,122,,,,2
,13:05:40,68,57018,902586,Tunney Paisley,588059,505486538823,aftercare,10,10,,,,1
9/15/2016,Transaction 57018 Total,,,,,,,,10,10,,,,1
,13:10:29,68,57019,902563,Lopez Udinsky Daniela,654982,505486538823,xfl55cz yg,187,187,,,,1
,13:10:29,68,57019,902563,Lopez Udinsky Daniela,654982,505486583757,,20,20,,,,1
9/15/2016,Transaction 57019 Total,,,,,,,,207,207,,,,2
,13:21:50,68,57022,902220,Hart Kate,,505486538823,xiv2d wg,250,250,,,,1
,13:21:50,68,57022,902220,Hart Kate,,505486583755,,30,30,,,,1
9/15/2016,Transaction 57022 Total,,,,,,,,280,280,,,,2
,13:31:45,68,57025,902586,Tunney Paisley,100538426,505486538823,xheart rg,100,100,,,,1
,13:31:45,68,57025,902586,Tunney Paisley,100538426,505486538824,,15,15,,,,1
9/15/2016,Transaction 57025 Total,,,,,,,,115,115,,,,2
,13:47:45,68,57028,902376,Wilkinson India Megan,,505486538823,xlb11d yg,260,260,,,,1
,13:47:45,68,57028,902376,Wilkinson India Megan,,505486583753,,30,30,,,,1
9/15/2016,Transaction 57028 Total,,,,,,,,290,290,,,,2
,14:06:01,68,57031,902586,Tunney Paisley,100541197,505486538823,rb253 rg,182,182,,,,1
,14:06:01,68,57031,902586,Tunney Paisley,100541197,505486538823,xr1sp65 yg,141,141,,,,1
,14:06:01,68,57031,902586,Tunney Paisley,100541197,505486538824,,15,15,,,,1
9/15/2016,Transaction 57031 Total,,,,,,,,338,338,,,,3
,14:22:36,68,57036,902586,Tunney Paisley,10486575,505486538823,xet95op yg,360,360,,,,1
,14:22:36,68,57036,902586,Tunney Paisley,10486575,505486583757,,20,20,,,,1
9/15/2016,Transaction 57036 Total,,,,,,,,380,380,,,,2
,14:39:05,68,57039,902376,Wilkinson India Megan,10129986,505486538823,ac,10,10,,,,1
,14:39:05,68,57039,902376,Wilkinson India Megan,10129986,505486538823,xpacd wg,292,292,,,,1
,14:39:05,68,57039,902376,Wilkinson India Megan,10129986,505486583757,,20,20,,,,1
9/15/2016,Transaction 57039 Total,,,,,,,,322,322,,,,3
,15:18:35,68,57042,902563,Lopez Udinsky Daniela,100541215,505486538823,xiv2d wg,250,250,,,,1
,15:18:35,68,57042,902563,Lopez Udinsky Daniela,100541215,505486583755,,30,30,,,,1
9/15/2016,Transaction 57042 Total,,,,,,,,280,280,,,,2
,15:25:38,68,57047,902586,Tunney Paisley,,505486538823,xr8 yg ,107,107,,,,1
,15:25:38,68,57047,902586,Tunney Paisley,,505486583753,,30,30,,,,1
9/15/2016,Transaction 57047 Total,,,,,,,,137,137,,,,2
,15:32:50,68,57050,902563,Lopez Udinsky Daniela,,505486538823,silicon back,10,10,,,,1
9/15/2016,Transaction 57050 Total,,,,,,,,10,10,,,,1
,15:35:51,68,57051,902563,Lopez Udinsky Daniela,100328750,505486538823,eiv25d wg,301,301,,,,1
,15:35:51,68,57051,902563,Lopez Udinsky Daniela,100328750,505486538823,eiv2d wg,356,356,,,,2
,15:35:51,68,57051,902563,Lopez Udinsky Daniela,100328750,505486538823,xetiv8d wg,893,893,,,,1
9/15/2016,Transaction 57051 Total,,,,,,,,1550,1550,,,,4
,15:50:36,68,57054,902220,Hart Kate,100532493,505486538823,xcn8pe rg,369,364,,,-5,1
,15:50:36,68,57054,902220,Hart Kate,100532493,505486583753,daith,30,30,,,,1
